Latin;English;References;English Latin Pair Matches;Misspelling
Soror;Sister;;TRUE;
Sors;Lot;;TRUE;
Sortire;Allot (see Lot);;;
Spargere;Scatter;;TRUE;
Sparsim;Scatteredly;;TRUE;
Sparsio;Sprinkling, A; (see Scatter).;TRUE;
Sparta;Contribution,;;;
Spatha;Spathe;;TRUE;
Spatiari;Wander;;;
Spatium;Space;;TRUE;
Specialis;Special; T. 562:3.;TRUE;
Speciatim;Specially;;TRUE;
Specie, In;Special, In;;TRUE;
Species;Species; (shapes). E. 797e.;TRUE;
Specifice;Specifically; M. 323e.;TRUE;
Specificus;Specific; H. 588:2. M. 68e.;TRUE;
Specimen;Specimen;;TRUE;
Speciosus;Specious; R. 839:4. T. 147e.;TRUE;
Spectabilis;Visible (see Look at);;;
Spectaculum;Show, A; - Spectacle.;;
Spectare;Look at;;TRUE;
Spectrum;Spectre; R. 675:6 675.7.;;
Specularis;Specular;;TRUE;
Speculatio;Speculation;;TRUE;
Speculator;Watchman;;TRUE;
Speculum;Mirror;;TRUE;
Specus;Den;;TRUE;
Spegel;Spegel;;;TRUE
Spelunca;Cave, A; R. 338. T. 798:11. E. 410.;;
Sperare;Hope, To;;TRUE;
Spermaticus;Spermatic;;TRUE;
Spernere;Spurn;;;
Spes;Hope;;TRUE;
Sphaera;Sphere;;TRUE;
Sphaerula;Spherule;;TRUE;
Sphincter;Sphincter;;TRUE;
Sphinx;Sphinx;;TRUE;
Spica;Ear (of corn);;;
Spiculum;Point; See also under Ear-spica.;;
Spina;Spine;;;
Spina;Thorn;;TRUE;
Spineus, Spinosus;Thorny,;;;
Spira;Spire;;TRUE;
Spiraculum;Breath; M. 137:2. 321:3.;TRUE;
Spiralis;Spiral;;TRUE;
Spiritualis coelestis;Spiritual celestial;;;
Spiritualis naturalis;Spiritual natural;;;
Spiritualis;Spiritual;;TRUE;
Spiritualitas;Spirituality;;TRUE;
Spiritualiter;Spiritually; H. 130. 199. 203:2.;TRUE;
Spiritus angelicus;Angelic spirit;;;
Spiritus animalis;Animal spirit; E. 1153:8.;;
Spiritus bonus;Good Spirit;;TRUE;
Spiritus malus;Evil Spirit;;TRUE;
Spiritus sanctus;Holy Spirit;;TRUE;
Spiritus;Spirit;;TRUE;
Spithama;Span, A;;;
Splendens;Resplendent (see Splendour);;;
Splendere;Shine, To (see Splendour);;;
Splendide;Splendidly;;TRUE;
Splendidus;Splendid;;TRUE;
Splendor;Splendour, Resplendence;;TRUE;
Spoliare;Spoil, To;;TRUE;
Spolium;Spoil;;TRUE;
Sponda;Couch, A; E. 1146:3.;;
Spondere;Promise, To;;;
Sponsio;Promise, A;;;
Sponsus;Bridegroom; E. 252:8.;TRUE;
Spontaneus;Spontaneous;;TRUE;
Sponte;Spontaneously; H. 18. 212:2.;TRUE;
Sporta;Contribution;;;
Spuma;Froth;;TRUE;
Spurcities;Filth;;TRUE;
Spurcus;Filthy;;TRUE;
Spurius;Spurious;;TRUE;
Sputum;Spittle;;TRUE;
Squallidus;Squalid;;TRUE;
Squallor;Squalor;;TRUE;
Squama;Scale, A;;;
Squamosus;Scaly;;TRUE;
Stabilimentum;Stabiliment (see Establish); B. 78:2.;;
Stabilire;Establish; H. 216. M. 307:6.;;
Stabulum;Stable, A; T. 676.;;
Stacte;Stacte;;TRUE;
Stadium;Furlong;;TRUE;
Stagnare;Stagnate (see Lake);;;
Stagnatus;Stagnant;;TRUE;
Stagneus;Stagnant (see Lake);;;
Stagnum;Lake, A;;;
Stamen;Stamen; T. 687:2.;TRUE;
Stannum;Tin;;TRUE;
Stare;Stand, To;;;
Stater;Stater;;TRUE;
Statera;Balance, A;;;
Statim;Immediately;;TRUE;
Statio;Station;;;
Stationarius;Stationary;;TRUE;
Stator;Supporter;;TRUE;
Statua;Statue; T. 762:2.;TRUE;
Statuere;Set up;;TRUE;
Statura;Stature;;TRUE;
Status;State; - Stated.;TRUE;
Statutum;Statute;;TRUE;
Stella;Star;;TRUE;
Stellaris;Stellar (see Star);;;
Stelliferus;Starry;;TRUE;TRUE
Stellula;Star, A little;;;
Stemma;Pedigree;;TRUE;
Stentoreus;Stentorian;;TRUE;TRUE
Stercoreus;Stercoraceous (see Dung);;;
Stercus;Dung; De Conj. 39.;TRUE;
Stereometricus;Stereometric;;TRUE;
Sterilis;Barren;;TRUE;
Sterilitas;Barrenness;;TRUE;
Sternere;Strew; T. 62e.;;
Sterquilinium;Dunghill;;TRUE;
Stibium;Stibium;;TRUE;
Stiffiare;Inflate;;;TRUE
Stilla;Drop, A;;;
Stillare;Drop, To;;;
Stillatio;Dropping, A; A. 5620:10. 9223:2. 9263:8.;;
Stimulus;Sting, A;;;
Stipare;Environ;;TRUE;
Stipendium;Stipend;;TRUE;
Stipes;Stock, A;;;
Stipula;Stalk;;;
Stirps;Stock, A;;;
Stoicus;Stoic;;TRUE;
Stola;Robe;;TRUE;
Stolide;Sillily (see Dull);;;
Stolidus;Dull;;;
Stomachus;Stomach;;TRUE;
Storge;Storge;;TRUE;
Strabismus;Strabismus;;TRUE;
Strages;Overthrow; T. 691e.;;
Stramen, Stramentum;Straw;;;
Strangulare;Strangle;;TRUE;
Stratim;Stratified;;;
Stratus;Couch, A;;;
Stratus;Stretched out (see Strew), (spread, covered); M. 6.;;
Strenuitas;Activity;;TRUE;
Strepitus;Noise;;TRUE;
Striae;Streaks (see Striped), M; 315e.;;
Striatim;Stripes, In;;;
Striatura;Striation (see Striped);;;
Striatus;Striped;;TRUE;
Stricte;Strictly (see Narrow);;;
Strictura;Mark; - Stricture (see Narrow).;;
Strictus;Narrow;;TRUE;
Stridor, Stridere;Harsh sound;;TRUE;
Stridulus;Harsh;;TRUE;
Stringere;Touch, To;;;
Stropha;Mark, A;;;
Structura;Building, A; - Structure.;;
Struere;Build, To,;;;
Studere;Study, To;;;
Studio;Intentionally (see Study);;;
Studiosus;Studious;;;
Studium;Study;;;
Stultitia;Folly (see Fool);;;
Stultus;Fool, Foolish;;;
Stupefacere;Stupefy,;;;
Stupendus;Stupendous;;TRUE;
Stupiditas;Stupidity;;TRUE;
Stupidus;Stupid;;TRUE;
Stupor;Amazement; - Stupor. T. 134:3. D. 2108. 3352. 4945. 6008. E. 544.;;
Stuppa;Tow;;TRUE;
Stuprare;Ravish;;TRUE;
Stuprum;Debauching, A (see Ravish);;;
Stygius;Stygian;;TRUE;
Stylobata;Pedestal;;TRUE;
Stylus;Style;;TRUE;
Styx;Styx;;TRUE;
Suadere;Persuade;;TRUE;
Suaveolentia;Sweet scent;;;
Suaveolentis;Sweet-scented; M. 137:6.;TRUE;
Suavis;Sweet;;TRUE;
Suavitas;Sweetness;;;
Suaviter;Sweetly;;TRUE;
Sub;Under;;;
Subalternus;Subaltern;;TRUE;
Subcoelestis;Subcelestial;;TRUE;
Subdialis;Open air;;TRUE;
Subditus;Subject;;;
Subducere;Lead, To;;;
Suburbanus;Suburban;;TRUE;
Subinde;Repeatedly;;;
Subire;Undergo;;TRUE;
Subito;Suddenly;;TRUE;
Subjectum;Subject, A;;;
Subjicere;Subject, To;;;
Subjicio;Subjection;;TRUE;
Subjugare;Subjugate;;TRUE;
Subjugatio;Subjugation;;TRUE;
Sublatio;Heave-offering;;TRUE;
Sublatus;Heaved up;;TRUE;
Sublevare;Encourage;;TRUE;
Sublevatio;Encouragement;;TRUE;
Sublimare;Sublime, To; M. 79:8.;;
Sublimatio;Sublimation;;TRUE;
Sublimis;Sublime;;;
Sublimitas;Sublimity;;TRUE;
Sublunaris;Sublunary;;TRUE;
Submergere;Submerge;;TRUE;
Submersio;Submersion;;TRUE;
Subministrare;Supply, To; M. 182:6.;;
Submissio;Submission;;TRUE;
Submissus;Submissive;;TRUE;
Submittere;Submit;;;
Suboles;Offspring;;TRUE;
Subordinare;Subordinate, To;;;
Subordinatio;Subordination;;;
Subruere;Overthrow, To; D. 5039. T. 627:2.;;
Subsannare;Mock at;;TRUE;
Subsannatio;Mockery;;TRUE;
Subsannator;Mocker;;TRUE;
Subsellium;Bench;;TRUE;
Subsidentia;Subsidence;;TRUE;
Subsidere;Subside;;TRUE;
Subsilere;Skip, To;;;TRUE
Subsistentia;Subsistence;;TRUE;
Subsistere;Subsist;;TRUE;
Substantia;Substance;;TRUE;
Substantialis;Substantial;;TRUE;
Substantialiter;Substantially;;TRUE;
Substantiatus;Substantiate;;TRUE;
Substantivus;Substantive;;TRUE;
Substernere;Strew;;;
Substituere;Substitute, To;;;
Subter;Under;;;
Subtilis;Subtle;;TRUE;
Subtilitas;Subtlety; M. 111. 112. 210e. 315:8.;TRUE;
Subtiliter;Subtly;;TRUE;
Subtilizatio;Subtilization;;TRUE;TRUE
Subtilizatus;Subtilized;;TRUE;TRUE
Subtrahere;Withdraw; M. 225e.;TRUE;
Subula;Awl;;TRUE;
Suburbium;Suburb;;TRUE;
Succedaneus;Succedaneous;;TRUE;
Succedere;Succeed;;TRUE;
Succen sere;Angry, To be;;;TRUE
Succenturiare;Subsidiary aid, To bear;;;
Succenturiatus;Subsidiary;;TRUE;
Successio;Succession;;TRUE;
Successive;Successively; H. 107. 109. 112.;TRUE;
Successivus;Successive;;TRUE;
Successus;Success;;TRUE;
Succoth;Succoth;;;
Succrescere;Grow, To; M. 30.;;
Succumbere;Yield, To;;;
Succus;Juice;;TRUE;
Suctio;Suction;;;
Sudare;Sweat, To;;TRUE;
Sudarium;Napkin;;TRUE;
Sudor;Sweat;;TRUE;
Suecanus;Swedish;;TRUE;
Suecia;Sweden;;;
Suecius;Swede;;TRUE;TRUE
Sufficere;Suffice; H. 101. 185. T. 785.;TRUE;
Sufficientia;Sufficiency;;TRUE;
Suffimentum;Incense;;;
Suffire;Incense, To offer;;TRUE;
Suffitio;Incensing, An;;;
Suffitus;Incense;;;
Sufflaminare;Restrain;;;
Suffundere;Suffuse;;TRUE;
Suffocare;Suffocate;;TRUE;
Suffocatio;Suffocation;;TRUE;
Suffocativus;Suffocative;;TRUE;
Suffragare;Support, To;;;
Suffragium;Suffrage (see Support); T. 634:2. Coro.35.;;
Suffulcimentum;Support, A;;;
Suffulcire;Support, To;;;
Sufiferre;Bear, To;;;TRUE
Sugere;Suck;;;
Suggestum;Pulpit;;;
Sugillare;Insult, To;;TRUE;
Sui nex;Suicide; 0.5151e.;TRUE;
Suillus;Swine, Of;;TRUE;
Sulphur;Sulphur;;TRUE;
Sulphuratus;Sulphurated;;TRUE;
Sulphureus;Sulphureous;;TRUE;
Sumere;Take;;;
Summa;Sum;;;
Summarius;Summary;;;
Summotus;Removed;;;
Summum bonum;Summum bonum;;;
Summus sacerdos;High priest;;;
Summus;Highest;;TRUE;
Suns;Own;(one's own people). H.35:2.;TRUE;
Supellex;Household stuff;;TRUE;
Super;Above;;;
Superabundare;Superabound;;TRUE;
Superaddere;Superadd;;TRUE;
Superare;Surpass; H. 34.;TRUE;
Superbia;Pride;;;
Superbire;Proud, To be;;TRUE;
Superbus;Proud;;TRUE;
Supereminentia;Supereminence;;TRUE;
Supereminere;Supereminent, To be;;TRUE;
Superesse;Remain;;;
Superficialis;Superficial (see Surface);;;
Superficies;Surface;;TRUE;
Superinducere;Superinduce; T. 582:2.;TRUE;
Superior;Higher;;TRUE;
Superioritas;Superiority (see Higher); M. 78:4. 291.;;
Superius;Above;;;
Superliminare;Lintel;;TRUE;
Supernumerarius;Supernumerary;;;
Superponderare;Preponderate;;;TRUE
Superpondium;Preponderance;;TRUE;
Supersedere;Omit; - Supersede.;;
Superstes;Remains;;TRUE;
Superstitio;Superstition;;TRUE;
Superstitiosus;Superstitious;;TRUE;
Supervacaneus;Needless; T. 577:3.;;
Suph;Red sea;;;
Suppeditare;Supply, To;;;
Suppeditatio;Supply, A;;TRUE;
Suppetiae;Aid; A. 8120.;TRUE;
Supplantare;Supplant;;TRUE;
Supplicare;Supplicate;;TRUE;
Supplicatio;Supplication;;TRUE;
Supplicium;Suffering;;TRUE;
Supponere;Substitute, To;;;
Suppositio;Supposition;;TRUE;
Supputare;Reckon;;;
Supra;Above; H.50. T. 454. E. 283:2.;;
Supracoelestis;Supercelestial;;;
Supranaturalis;Supernatural;;;
Supraspiritualiter;Superspiritually;;;
Supremus;Highest;;TRUE;
Surculus;Shoot, A;;;
Surdus;Deaf;;TRUE;
Surgere;Arise;;TRUE;
Surripere;Snatch away;;;
Sursum;Upwards;;TRUE;
Sus;Swine;;TRUE;
Susceptibilis;Susceptible; M. 338.;TRUE;
Susceptibilitas;Susceptibility;;TRUE;
Suscipere;Take on;;TRUE;
Suscitare;Rouse; E.433:4. (to raise up). H.216.;TRUE;
Suzim;Zuzim;;TRUE;TRUE
Suspendere;Hang;;TRUE;
Suspensio;Hanging, A;;;
Suspicari;Suspect, To; M. 315:8.;;
Suspicere;Look up;;;
Suspicio;Suspicion;;TRUE;
Suspiciosus;Suspicious;;TRUE;
Suspirare;Sigh, To;;;
Suspirium;Sigh, A;;;
Sustentaculum;Support, A (see Sustain);;;
Sustentare;Sustain;;;
Sustentatio;Sustentation;;TRUE;
Sustinere;Endure;;;
Susurrare;Whisper, To;;TRUE;
Susurratio;Whispering, A;;TRUE;
Susurro;Whisperer;;TRUE;
Susurrus;Whisper, A;;;
Sutor;Shoemaker;;TRUE;
Sutura;Suture;;TRUE;
Sverin;Sverin;;TRUE;TRUE
Swab;Swab;;TRUE;
Swammerdam;Swammerdam;;;
Swedenborg;Swedenborg;;;
Swedenborgianismus;Swedenborgianism;;TRUE;TRUE
Sychar;Sychar;;;
Sycomorus;Sycomore;;TRUE;
Sycophanta;Sycophant; T. 434:e.;TRUE;
Syllaba;Syllable;;TRUE;
Syllogismus;Syllogism;;TRUE;
Syllogisticus;Syllogistic;;TRUE;
Sylva;Forest;;TRUE;
Sylvestris;Forest, Of the Wild;;;
Symbolicus;Symbolic;;TRUE;
Symbolum Athanasii;Athanasian creed;;;
Symbolum;Symbol; T. 699:2.;TRUE;
Symmetria;Symmetry;;;
Symmetrice;Symmetrically;;TRUE;
Sympatheticus;Sympathetic;;TRUE;TRUE
Sympathia;Sympathy;;TRUE;
Symphonia;Symphony;;;
Synagoga;Synagogue;;TRUE;
Synchrone;Synchronously;;TRUE;
Synchronus;Synchronous; M. 310.;TRUE;
Syncretismus;Syncretism;;TRUE;
Syncretista;Syncretist;;TRUE;
Synedrium;Council;;TRUE;
Synodus;Synod;;TRUE;
Synonymum;Synonym;;TRUE;
Syria;Syria;;TRUE;
Syriacus;Syriac;;TRUE;
Syringicus;Syringic;;TRUE;
Syrus;Syrian;;TRUE;
Systema;System; M.207:3.;TRUE;
Systematicus;Systematic;;TRUE;
Systole;Systole;;;
Systolicus;Systolic; T. 367:4.;;
Tabacus;Tobacco;;;TRUE
Tabella;Tablet;;TRUE;
Taberna;Shop;;TRUE;
Tabernaculum;Tabernacle;;TRUE;
Tabes;Infection;;TRUE;
Tabula;Table;;TRUE;
Tabulatio;Flooring (see Table);;;
Tabulatus;Boarded (see Table); A. 10837. M. 113.;;
Tacere;Silent, To be; H. 511e. (ut taceam).;TRUE;
Tacite;Silently;;TRUE;
Taciturnitas;Taciturnity;;TRUE;
Taciturnus;Taciturn;;TRUE;
Tacitus;Silent;;;
Tactilis;Tactile (see Touch);;;
Tactus;Touch;;TRUE;
Taeda;Pitchpine;;;
Taediosus;Wearisome (see Tedious);;;
Taedium;Tediousness;;TRUE;
Taedius;Tedious;;TRUE;TRUE
Talaris;Talaris;;TRUE;
Talentum;Talent;;TRUE;
Talglius;Tallow;;TRUE;
Talio;Retaliation;;;
Talis;Such;;TRUE;
Talpa;Mole;;TRUE;
Talus;Ankle;;TRUE;
Tangere;Touch, To;;TRUE;
Tanquam;As it were; E.857.;;
Tantillus;Little;;;
Tapete;Hanging, A; (tapestry). T. 639e.;;
Tarantula;Tarantula; T. 574:2.;TRUE;
Tardare;Delay, To (see Slow);;;
Tarde;Slowly;;TRUE;
Tarditas;Slowness;;TRUE;
Tardus;Slow;;TRUE;
Tartaria;Tartary;;TRUE;
Tartarus;Tartar;;;
Tartarus;Tartarus;;TRUE;
Taxus;Badger; A. 2576:10. E. 1143:2.;TRUE;
Te Deum;Te Deum;;;
Techna;Trick, A;;;
Technica;Designs;;TRUE;
Tectum;Roof, A;;;
Tegere;Cover, To;;;
Tegmen;Covering, A; H. 108:2.;;
Tegula;Tile;;TRUE;
Tegumentum;Covering, A; E.294:9.;;
Tela;Web; (to waste). M. 315:8.;TRUE;
Tellus;Earth;;TRUE;
Telum;Dart, A;;;
Temerarie;Rashly;;TRUE;
Temerarius;Rash;;;
Temperamentum;Temperament;;TRUE;
Temperantia;Temperance;;TRUE;
Temperare;Temper, To;;;
Temperatio, Temperatura;Tempering, A; A. 1042:2.;TRUE;
Temperatus;Temperate;;TRUE;
Temperies;Temperature;;TRUE;
Tempestas;Tempest;;TRUE;
Tempestivus;Seasonable;;TRUE;
Templum Pauli;St; Paul's cathedral. See Paul.;;
Templum;Temple;;TRUE;
Temporarius;Temporary;;;
Tempus;Temple;;;
Tempus;Time;;TRUE;
Temulentus;Intoxicated;;;
Tenacitas;Tenacity; M. 253e.;TRUE;
Tenaciter;Tenaciously; M. 292:2.;TRUE;
Tenax;Niggardly; M. 374.;TRUE;
Tendere;Stretch, To; M. 44:7.;;
Tendicula;Trap, A;;;
Tendinosus;Tendinous;;TRUE;TRUE
Tendo;Tendon; (a spring). D. 5535a. 5554.;TRUE;
Tenebrae;Darkness;;;
Tenebricosus, Tenebrosus;Dark;;;
Tenebrositas;Darksomeness;;TRUE;
Tener;Tender;;TRUE;
Tenere;Hold, To;;;
Teneritudo;Tenderness;;TRUE;
Tenor;Tenor;;TRUE;
Tensio;Tension;;;
Tentamen;Attempt, An (see Tempt);;;
Tentare;Tempt;;;
Tentatio;Temptation; A. 843. 844.;;
Tentator;Tempter;;TRUE;
Tentoriare;Tent, To;;TRUE;
Tentorium;Tent, A;;;
Tenuis;Thin;;;
Tenuitas;Thinness;;TRUE;
Tepescere;Lukewarm, To be;;;
Tepidus;Lukewarm;;;
Ter;Thrice (see Three); H.222.;;
Terebinthinus;Turpentine;;TRUE;
Terebra;Borer, A; D.3657. 3659.;;
Terebratio;Boring, A;;;
Terere;Rub, To;;;
Tergalis;Hinder (see Back);;;
Tergiversare;Refuse, To (see Tergiversation); T. 110.;;
Tergiversatio;Tergiversation;;TRUE;
Tergum;Back, The;;;
Termes;Bough;;TRUE;
Terminare;Terminate;;TRUE;
Terminatio;Termination;;TRUE;
Terminus;Boundary, Term; D. 1602. 2002. J.(Post.)236.;TRUE;
Ternarius;Ternary (see Three);;;
Terra inferior;Lower earth;;;
Terra sancta;Holy land;;;
Terra;Earth, Land;;;
Terrae motus;Earthquake;;TRUE;
Terraqueus;Terraqueous;;TRUE;
Terrenus;Earthly;;TRUE;
Terrere;Terrify;;;
Terrestris;Earthly;;TRUE;
Terribilis;Terrible;;TRUE;
Territorium;Territory;;TRUE;
Terror;Terror;;TRUE;
Tersus;Bright; D. 4863.;TRUE;
Tertianus;Tertian; See also under Three.;TRUE;
Tertius decimus;Thirteenth;;TRUE;
Tertius;Third (see Three);;;
Tesselare;Chequer, To;;;
Tessera;Token;;TRUE;
Testa;Earthenware;;TRUE;
Testamentum;Testament;;TRUE;
Testari;Witness, To bear (see Testimony, and Witness);;;
Testiculus, Testis;Testicle;;;
Testificare;Testify;;TRUE;
Testificatio;Testification;;TRUE;
Testimonium;Testimony;;TRUE;
Testis;Witness;;TRUE;
Testudo;Tortoise;;TRUE;
Teter;Foul;;TRUE;
Tetre;Hideously (see Foul);;;
Texere;Weave, To;;;
Textor;Weaver;;TRUE;
Textura;Texture (see Weave); A. 9915:2.;;
Textus;Text;;TRUE;
Thabor;Tabor;;;TRUE
Thalamus;Chamber;;TRUE;
Thamar;Tamar;;TRUE;
Tharschish;Beryl;;TRUE;
Tharschisch;Tarshish;;TRUE;
Thartan;Tartan;;TRUE;TRUE
Thea;Tea;;;
Theatralis;Theatrical;;TRUE;
Theatrum;Theatre;;;
Thebach;Tebah;;TRUE;TRUE
Theca;Cabinet; A. 8603:2. T. 403:2. D. 2877. E. 1072:2.;TRUE;
Thee;Tea;;;
Thekel;Tekel;;;
Thema;Tema,;;;
Thema;Theme;;;
Theman;Teman;;TRUE;
Themis;Themis;;;
Theologia naturalis;Natural theology;;;
Theologia;Theology;;;
Theologicus;Theological;;TRUE;
Theologus;Theologian;;;
Theorema;Theorem; M. 315:7. T. 473.;;
Theoretice;Theoretically;;TRUE;
Theoreticus;Theoretical;;;
Therach;Terah;;TRUE;TRUE
Theraphim;Teraphim;;TRUE;
Thesaurarium;Treasury;;;
Thesaurarius;Treasurer;;TRUE;
Thesaurus;Treasure;;TRUE;
Thesis;Thesis;;;
Thessalonicenses;Thessalonians;;;TRUE
Thideal;Tidal;;TRUE;TRUE
Thimnath;Timnath;;TRUE;TRUE
Thiras;Tiras;;TRUE;TRUE
Thogarmah;Togannah;;;TRUE
Thoracicus;Thoracic;;;
Thorax;Chest; D. 4778.;;
Threnae;Lamentations;;TRUE;TRUE
Thronus;Throne;;TRUE;
Thubal;Tubal;;TRUE;
Thubalcain;Tubalcain;;;TRUE
Thuribulum;Censer;;TRUE;
Thus;Frankincense;;TRUE;
Thyatirae;Thyatira;;TRUE;TRUE
Thyinus;Thyine;;TRUE;
Thymus;Thymus (gland);;;
Tiara;Tiara, Turban;;TRUE;
Tibia;Flute; M. 3:3.;TRUE;
Tibialia;Stockings;;TRUE;
Tibialis;Flute-like;;TRUE;
Tibicen;Flute-player;;TRUE;
Tignum;Log;;TRUE;
Tigris;Tiger;;;
Tilia;Lime-tree;;TRUE;
Timere;Fear, To;;;
Timiditas;Timidity (see Fear);;;
Timidus;Fearful;;TRUE;
Timor;Fear; A. 5387.;;
Tinea;Moth;;TRUE;
Tingere;Tinge;;TRUE;
Tinnuere;Quiver, To;;;TRUE
Tinnulus;Tinkling;;TRUE;
Tintinnabulum;Bell; E.204:9.;TRUE;
Tiro;Tyro;;TRUE;
Titillare;Titillate;;TRUE;
Titillatio;Titillation;;TRUE;
Titio;Firebrand;;TRUE;
Titubare;Stagger;;TRUE;
Titularis;Titular;;TRUE;
Titulus;Title;;;
Toga;Mantle, A; 5M. 4.;;
Tolerabilis;Tolerable (see Endure);;;
Tolerantia;Tolerance (see Endure);;;
Tolerare;Endure; D. 5932:3;;
Tollere;Lift up;;;
Tonare;Thunder, To;;TRUE;
Tondere;Shear;;;
Tonitru;Thunder;;TRUE;
Tonna;Tun;;TRUE;
Tonsio;Shearing, A;;TRUE;
Tonsor;Shearer;;;
Tonus;Tone;;TRUE;
Topazius;Topaz;;TRUE;
Topheth;Tophet;;TRUE;
Torcular;Winepress;;;
Tormina;Pangs;;TRUE;
Torpescere;Torpid, To become; H. 13e. 136:2.;TRUE;
Torpor;Torpor;;TRUE;
Torquere;Torture, To;;TRUE;
Torques;Chain, A; E. 19.;;
Torrens;Torrent;;TRUE;
Torridus;Torrid;;TRUE;
Torris;Firebrand; T. 455.;;
Torsio;Wrenching, A; (see Torture).;TRUE;
Tortuosus;Crooked; E.275^;TRUE;
Tortura;Torture;;TRUE;
Torus;Bed; A. 9281. M. 13:2 (in a garden).;;
Torvus;Stern;;TRUE;
Toscana;Tuscany;;TRUE;
Tostus;Cake, A;;;
Totalis;Total (see Whole);;;
Totus;Whole; T. 716.;TRUE;
Toxicatus;Poisoned;;TRUE;
Toxicum;Poison;;TRUE;
Trabs;Beam, A; E. 1145:8.;;
Trachea;Windpipe;;TRUE;
Tractare;Treat, To;;TRUE;
Tractatus;Tract, Treatise;;;
Tractio;Drawing, A;;;
Tractus;Tract;;;
Tradere;Deliver;;TRUE;
Traditio;Tradition;;TRUE;
Traducere;Lead across;;;
Traductio;Leading across, A;;TRUE;
Tradux;Graff;;TRUE;
Tragicus;Tragic;;TRUE;
Trahere;Draw, To; A.6645:2.;;
Trama;Weft;;;
Trames;Path;;TRUE;
Tranquillare;Tranquillize;;TRUE;
Tranquille;Tranquilly;;TRUE;
Tranquillitas;Tranquillity;;TRUE;
Tranquillus;Tranquil;;TRUE;
Transactio;Treatise;;TRUE;
Transcendere;Transcend;;TRUE;
Transcribere;Transcribe; T. 445e. 470:4.;TRUE;
Transcriptio;Transcription;;TRUE;
Transenna;Lattice;;TRUE;
Transferre;Transfer, Translate;;TRUE;
Transfigere;Pierce;;;
Transfigurare;Transfigure;;;
Transfiguratio;Transfiguration;;TRUE;
Transfluere;Flow through;;TRUE;
Transfluxus;Transflux (see Flow through);;;
Transfodere;Pierce;;TRUE;
Transformare;Transfigure;;TRUE;
Transformatio;Transfiguration;;TRUE;
Transfundere;Transfuse;;TRUE;
Transgressio;Transgression;;TRUE;
Transigere;Pass, To; M. 70. 138. T. 115e.;;
Transire;Pass through; H.445e.;TRUE;
Transitio;Passing, A; M. 185.;TRUE;
Transitorius;Transitory;;TRUE;
Transitus;Passage; T. 821.;TRUE;
Translatio;Transfer, Translation; M. 207:2. 223e.;TRUE;
Translucens;Translucent;;TRUE;
Translucentia;Translucence;;TRUE;
Translucere;Shine through (see Translucent);;;
Translucidus;Translucid;;;
Transmeare;Permeate;;;
Transmigrare;Transmigrate;;TRUE;
Transmigratio;Transmigration;;TRUE;
Transmissio;Transmission;;TRUE;
Transmittere;Transmit;;TRUE;
Transmontanus;Transmontane;;TRUE;
Transmutare;Transmute;;TRUE;
Transmutatio;Transmutation;;TRUE;
Transparens;Transparent;;TRUE;
Transparentia;Transparency;;TRUE;
Transparere;Shine through (see Transparent);;;
Transpiratio;Transpiration;;TRUE;
Transplantare;Transplant;;TRUE;
Transplantatio;Transplantation;;TRUE;
Transportare;Transport;;TRUE;
Transtrum;Espalier;;TRUE;
Transubstantialitas;Transubstantiality;;TRUE;
Transubstantiatio;Transubstantiation;;TRUE;
Transversaliter;Transversely;;TRUE;
Transversus;Transverse;;TRUE;
Tredecim;Thirteen;;TRUE;
Tremiscenter;Tremulously;;TRUE;
Tremiscere;Tremble;;;
Tremor;Tremor;;;
Tremulare;Tremble;;;
Trepidare;Alarm, To; T. 134:4.;;
Tres;Three;;TRUE;
Triangularis;Triangular;;TRUE;
Triangulum;Triangle;;TRUE;
Triarchia;Triarchy;;TRUE;
Tribuere;Attribute, To;;;
Tribula, Tribulum;Harrow, A; - Threshing-sledge.;;
Tribulatio;Tribulation;;TRUE;
Tribulus;Thistle;;TRUE;
Tribunal;Tribunal;;TRUE;
Tribunus;Tribune;;TRUE;
Tribus;Tribe;;TRUE;
Tributum;Tribute;;TRUE;
Triclinium;Chamber;;TRUE;
Trientalis;Measure;;TRUE;
Trigesimus;Thirtieth;;TRUE;
Triginta;Thirty;;TRUE;
Trinitas;Trinity;;;
Trinum;Trine;;TRUE;
Trinus;Trinal;;TRUE;
Tripartitio;Tripartition;;TRUE;
Tripartitus;Tripartite;;TRUE;
Triplex;Triple;;;
Triplicare;Triplicate, To;;TRUE;
Triplicatio;Triplication;;TRUE;
Triplicatus;Triplicate;;TRUE;
Triplicitas;Triplicity;;TRUE;
Tripus;Tripod;;;
Trismegistus;Trismegistus;;TRUE;
Tristis;Sad;;TRUE;
Tristitia;Sadness;;;
Triticum;Wheat;;;
Triturare;Thresh;;TRUE;
Trituratio;Trituration (see Thresh);;;
Trituratorium;Mortar, A (see Thresh);;;
Trituratorius;Trituratory (see Thresh);;;
Tritus;Familiar;;TRUE;
Triumpersonatus;Tripersonate;;;
Triunus;Triune;;TRUE;
Trojanus;Trojan;;TRUE;
Trucidare;Kill;;TRUE;
Truculentus;Ferocious;;;
Truncus;Mutilated (see Stock);;;
Truncus;Stock, A;;;
Trutina;Balance, A; A. 3104:3.;;
Trux;Ferocious;;;
Tuba;Trumpet;;TRUE;
Tuber;Swelling, A;;;
Tuberculum;Tubercle (see Swelling);;;
